season,episode,scene,speaker1,speaker2,speaker_pair,num_speaker_pairs,interaction_factor
7,20,1,Gunther,Woman,Gunther-Woman,15,0.06666666666666667
7,20,1,Ross Geller,Woman,Ross Geller-Woman,15,0.06666666666666667
7,20,1,Monica Geller,Woman,Monica Geller-Woman,15,0.06666666666666667
7,20,1,Gunther,Ross Geller,Gunther-Ross Geller,15,0.06666666666666667
7,20,1,Gunther,Monica Geller,Gunther-Monica Geller,15,0.06666666666666667
7,20,1,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
7,20,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
7,20,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,6,0.16666666666666666
7,20,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,6,0.16666666666666666
7,20,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,6,0.16666666666666666
7,20,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,6,0.16666666666666666
7,20,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,6,0.16666666666666666
7,20,3,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,1,1.0
7,20,4,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,3,0.3333333333333333
7,20,4,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,3,0.3333333333333333
7,20,4,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
7,20,5,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,1,1.0
7,20,6,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,1,1.0
7,20,7,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,1,1.0
7,20,8,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,3,0.3333333333333333
7,20,8,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
7,20,8,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,3,0.3333333333333333
7,20,9,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,1,1.0
7,20,10,Monica Geller,Ross Geller,Monica Geller-Ross Geller,6,0.16666666666666666
7,20,10,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,6,0.16666666666666666
7,20,10,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,6,0.16666666666666666
7,20,10,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,6,0.16666666666666666
7,20,10,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,6,0.16666666666666666
7,20,10,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,6,0.16666666666666666
7,20,11,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,1,1.0
7,20,12,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,1,1.0
7,21,1,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,1,1.0
7,21,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
7,21,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
7,21,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
7,21,3,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
7,21,3,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
7,21,3,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
7,21,3,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
7,21,3,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
7,21,3,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
7,21,3,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
7,21,3,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
7,21,3,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
7,21,3,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
7,21,3,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
7,21,3,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
7,21,3,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
7,21,3,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
7,21,3,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
7,21,4,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
7,21,4,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
7,21,4,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
7,21,4,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
7,21,4,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
7,21,4,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
7,21,4,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
7,21,4,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
7,21,4,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
7,21,4,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
7,21,4,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
7,21,4,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
7,21,4,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
7,21,4,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
7,21,4,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
7,21,4,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
7,21,4,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
7,21,4,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
7,21,4,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
7,21,4,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
7,21,4,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
7,21,5,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
7,21,5,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
7,21,5,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
7,21,5,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
7,21,5,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
7,21,5,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
7,21,5,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
7,21,5,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
7,21,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
7,21,5,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
7,21,5,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
7,21,5,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
7,21,5,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
7,21,5,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
7,21,5,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
7,21,6,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
7,21,6,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
7,21,6,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
7,22,1,Monica Geller,Ross Geller,Monica Geller-Ross Geller,10,0.1
7,22,1,Rachel Green,Ross Geller,Rachel Green-Ross Geller,10,0.1
7,22,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,10,0.1
7,22,1,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
7,22,1,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
7,22,1,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
7,22,1,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
7,22,1,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
7,22,1,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
7,22,1,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
7,22,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,1,1.0
7,22,3,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,3,0.3333333333333333
7,22,3,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
7,22,3,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,3,0.3333333333333333
7,22,4,Rachel Green,Ross Geller,Rachel Green-Ross Geller,1,1.0
7,22,5,Man,Joey Tribbiani,Man-Joey Tribbiani,3,0.3333333333333333
7,22,5,Phoebe Buffay,Man,Phoebe Buffay-Man,3,0.3333333333333333
7,22,5,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,3,0.3333333333333333
7,22,6,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,1,1.0
7,22,7,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,1,1.0
7,22,8,Rachel Green,Ross Geller,Rachel Green-Ross Geller,1,1.0
7,22,10,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,1,1.0
7,22,11,Rachel Green,Ross Geller,Rachel Green-Ross Geller,1,1.0
7,22,12,Monica Geller,#ALL#,Monica Geller-#ALL#,6,0.16666666666666666
7,22,12,Chandler Bing,#ALL#,Chandler Bing-#ALL#,6,0.16666666666666666
7,22,12,#ALL#,Guy,#ALL#-Guy,6,0.16666666666666666
7,22,12,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,6,0.16666666666666666
7,22,12,Monica Geller,Guy,Monica Geller-Guy,6,0.16666666666666666
7,22,12,Chandler Bing,Guy,Chandler Bing-Guy,6,0.16666666666666666
7,22,13,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,1,1.0
7,22,14,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,1,1.0
7,22,15,Rachel Green,Ross Geller,Rachel Green-Ross Geller,1,1.0
7,22,16,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,3,0.3333333333333333
7,22,16,Phoebe Buffay,Woman,Phoebe Buffay-Woman,3,0.3333333333333333
7,22,16,Woman,Joey Tribbiani,Woman-Joey Tribbiani,3,0.3333333333333333
7,23,1,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
7,23,1,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
7,23,1,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
7,23,1,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
7,23,1,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
7,23,1,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
7,23,1,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
7,23,1,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
7,23,1,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
7,23,1,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
7,23,1,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
7,23,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
7,23,1,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
7,23,1,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
7,23,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
7,23,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
7,23,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,6,0.16666666666666666
7,23,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,6,0.16666666666666666
7,23,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,6,0.16666666666666666
7,23,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,6,0.16666666666666666
7,23,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,6,0.16666666666666666
7,23,3,Richard Burke,Joey Tribbiani,Richard Burke-Joey Tribbiani,1,1.0
7,23,4,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,1,1.0
7,23,5,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,36,0.027777777777777776
7,23,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,36,0.027777777777777776
7,23,5,Monica Geller,Ross Geller,Monica Geller-Ross Geller,36,0.027777777777777776
7,23,5,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,36,0.027777777777777776
7,23,5,Judy Geller,Monica Geller,Judy Geller-Monica Geller,36,0.027777777777777776
7,23,5,Monica Geller,Jack Geller,Monica Geller-Jack Geller,36,0.027777777777777776
7,23,5,Monica Geller,Woman,Monica Geller-Woman,36,0.027777777777777776
7,23,5,Monica Geller,#ALL#,Monica Geller-#ALL#,36,0.027777777777777776
7,23,5,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,36,0.027777777777777776
7,23,5,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,36,0.027777777777777776
7,23,5,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,36,0.027777777777777776
7,23,5,Chandler Bing,Judy Geller,Chandler Bing-Judy Geller,36,0.027777777777777776
7,23,5,Chandler Bing,Jack Geller,Chandler Bing-Jack Geller,36,0.027777777777777776
7,23,5,Chandler Bing,Woman,Chandler Bing-Woman,36,0.027777777777777776
7,23,5,Chandler Bing,#ALL#,Chandler Bing-#ALL#,36,0.027777777777777776
7,23,5,Rachel Green,Ross Geller,Rachel Green-Ross Geller,36,0.027777777777777776
7,23,5,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,36,0.027777777777777776
7,23,5,Rachel Green,Judy Geller,Rachel Green-Judy Geller,36,0.027777777777777776
7,23,5,Rachel Green,Jack Geller,Rachel Green-Jack Geller,36,0.027777777777777776
7,23,5,Rachel Green,Woman,Rachel Green-Woman,36,0.027777777777777776
7,23,5,Rachel Green,#ALL#,Rachel Green-#ALL#,36,0.027777777777777776
7,23,5,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,36,0.027777777777777776
7,23,5,Judy Geller,Ross Geller,Judy Geller-Ross Geller,36,0.027777777777777776
7,23,5,Ross Geller,Jack Geller,Ross Geller-Jack Geller,36,0.027777777777777776
7,23,5,Ross Geller,Woman,Ross Geller-Woman,36,0.027777777777777776
7,23,5,Ross Geller,#ALL#,Ross Geller-#ALL#,36,0.027777777777777776
7,23,5,Judy Geller,Phoebe Buffay,Judy Geller-Phoebe Buffay,36,0.027777777777777776
7,23,5,Phoebe Buffay,Jack Geller,Phoebe Buffay-Jack Geller,36,0.027777777777777776
7,23,5,Phoebe Buffay,Woman,Phoebe Buffay-Woman,36,0.027777777777777776
7,23,5,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,36,0.027777777777777776
7,23,5,Judy Geller,Jack Geller,Judy Geller-Jack Geller,36,0.027777777777777776
7,23,5,Judy Geller,Woman,Judy Geller-Woman,36,0.027777777777777776
7,23,5,Judy Geller,#ALL#,Judy Geller-#ALL#,36,0.027777777777777776
7,23,5,Woman,Jack Geller,Woman-Jack Geller,36,0.027777777777777776
7,23,5,#ALL#,Jack Geller,#ALL#-Jack Geller,36,0.027777777777777776
7,23,5,Woman,#ALL#,Woman-#ALL#,36,0.027777777777777776
7,23,6,Rachel Green,Monica Geller,Rachel Green-Monica Geller,1,1.0
7,23,7,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,1,1.0
7,23,8,Rachel Green,Ross Geller,Rachel Green-Ross Geller,3,0.3333333333333333
7,23,8,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,3,0.3333333333333333
7,23,8,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
7,23,9,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
7,23,9,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,3,0.3333333333333333
7,23,9,Rachel Green,Ross Geller,Rachel Green-Ross Geller,3,0.3333333333333333
7,23,10,Richard Burke,Joey Tribbiani,Richard Burke-Joey Tribbiani,1,1.0
7,23,11,Gunther,Ross Geller,Gunther-Ross Geller,6,0.16666666666666666
7,23,11,Ross Geller,Jack Geller,Ross Geller-Jack Geller,6,0.16666666666666666
7,23,11,Judy Geller,Ross Geller,Judy Geller-Ross Geller,6,0.16666666666666666
7,23,11,Gunther,Jack Geller,Gunther-Jack Geller,6,0.16666666666666666
7,23,11,Gunther,Judy Geller,Gunther-Judy Geller,6,0.16666666666666666
7,23,11,Judy Geller,Jack Geller,Judy Geller-Jack Geller,6,0.16666666666666666
7,23,12,Richard Burke,Joey Tribbiani,Richard Burke-Joey Tribbiani,1,1.0
7,23,13,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
7,23,13,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
7,23,13,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
7,24,1,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,1,1.0
7,24,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
7,24,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,6,0.16666666666666666
7,24,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
7,24,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,6,0.16666666666666666
7,24,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,6,0.16666666666666666
7,24,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,6,0.16666666666666666
7,24,3,Richard Burke,Joey Tribbiani,Richard Burke-Joey Tribbiani,1,1.0
7,24,4,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,3,0.3333333333333333
7,24,4,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
7,24,4,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,3,0.3333333333333333
7,24,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
7,24,5,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
7,24,5,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
7,24,6,Richard Burke,Joey Tribbiani,Richard Burke-Joey Tribbiani,1,1.0
7,24,7,Judy Geller,Phoebe Buffay,Judy Geller-Phoebe Buffay,10,0.1
7,24,7,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
7,24,7,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
7,24,7,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
7,24,7,Judy Geller,Monica Geller,Judy Geller-Monica Geller,10,0.1
7,24,7,Judy Geller,Rachel Green,Judy Geller-Rachel Green,10,0.1
7,24,7,Judy Geller,Joey Tribbiani,Judy Geller-Joey Tribbiani,10,0.1
7,24,7,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
7,24,7,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
7,24,7,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
7,24,8,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,6,0.16666666666666666
7,24,8,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,6,0.16666666666666666
7,24,8,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
7,24,8,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,6,0.16666666666666666
7,24,8,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,6,0.16666666666666666
7,24,8,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,6,0.16666666666666666
7,24,10,Ross Geller,Jack Geller,Ross Geller-Jack Geller,10,0.1
7,24,10,Judy Geller,Ross Geller,Judy Geller-Ross Geller,10,0.1
7,24,10,Monica Geller,Ross Geller,Monica Geller-Ross Geller,10,0.1
7,24,10,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
7,24,10,Judy Geller,Jack Geller,Judy Geller-Jack Geller,10,0.1
7,24,10,Monica Geller,Jack Geller,Monica Geller-Jack Geller,10,0.1
7,24,10,Phoebe Buffay,Jack Geller,Phoebe Buffay-Jack Geller,10,0.1
7,24,10,Judy Geller,Monica Geller,Judy Geller-Monica Geller,10,0.1
7,24,10,Judy Geller,Phoebe Buffay,Judy Geller-Phoebe Buffay,10,0.1
7,24,10,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
7,24,11,Richard Burke,Joey Tribbiani,Richard Burke-Joey Tribbiani,1,1.0
7,24,12,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,6,0.16666666666666666
7,24,12,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,6,0.16666666666666666
7,24,12,Ross Geller,Jack Geller,Ross Geller-Jack Geller,6,0.16666666666666666
7,24,12,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,6,0.16666666666666666
7,24,12,Chandler Bing,Jack Geller,Chandler Bing-Jack Geller,6,0.16666666666666666
7,24,12,Phoebe Buffay,Jack Geller,Phoebe Buffay-Jack Geller,6,0.16666666666666666
7,24,13,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,28,0.03571428571428571
7,24,13,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,28,0.03571428571428571
7,24,13,Chandler Bing,Judy Geller,Chandler Bing-Judy Geller,28,0.03571428571428571
7,24,13,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,28,0.03571428571428571
7,24,13,Chandler Bing,Jack Geller,Chandler Bing-Jack Geller,28,0.03571428571428571
7,24,13,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,28,0.03571428571428571
7,24,13,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,28,0.03571428571428571
7,24,13,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,28,0.03571428571428571
7,24,13,Judy Geller,Ross Geller,Judy Geller-Ross Geller,28,0.03571428571428571
7,24,13,Monica Geller,Ross Geller,Monica Geller-Ross Geller,28,0.03571428571428571
7,24,13,Ross Geller,Jack Geller,Ross Geller-Jack Geller,28,0.03571428571428571
7,24,13,Rachel Green,Ross Geller,Rachel Green-Ross Geller,28,0.03571428571428571
7,24,13,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,28,0.03571428571428571
7,24,13,Judy Geller,Phoebe Buffay,Judy Geller-Phoebe Buffay,28,0.03571428571428571
7,24,13,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,28,0.03571428571428571
7,24,13,Phoebe Buffay,Jack Geller,Phoebe Buffay-Jack Geller,28,0.03571428571428571
7,24,13,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,28,0.03571428571428571
7,24,13,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,28,0.03571428571428571
7,24,13,Judy Geller,Monica Geller,Judy Geller-Monica Geller,28,0.03571428571428571
7,24,13,Judy Geller,Jack Geller,Judy Geller-Jack Geller,28,0.03571428571428571
7,24,13,Judy Geller,Rachel Green,Judy Geller-Rachel Green,28,0.03571428571428571
7,24,13,Judy Geller,Joey Tribbiani,Judy Geller-Joey Tribbiani,28,0.03571428571428571
7,24,13,Monica Geller,Jack Geller,Monica Geller-Jack Geller,28,0.03571428571428571
7,24,13,Rachel Green,Monica Geller,Rachel Green-Monica Geller,28,0.03571428571428571
7,24,13,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,28,0.03571428571428571
7,24,13,Rachel Green,Jack Geller,Rachel Green-Jack Geller,28,0.03571428571428571
7,24,13,Joey Tribbiani,Jack Geller,Joey Tribbiani-Jack Geller,28,0.03571428571428571
7,24,13,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,28,0.03571428571428571
8,1,1,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
8,1,1,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
8,1,1,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
8,1,1,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
8,1,1,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
8,1,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
8,1,1,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
8,1,1,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
8,1,1,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
8,1,1,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
8,1,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
8,1,1,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
8,1,1,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
8,1,1,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
8,1,1,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
8,1,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,3,0.3333333333333333
8,1,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
