season,episode,scene,speaker1,speaker2,speaker_pair,num_speaker_pairs,interaction_factor
1,13,12,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
1,13,12,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,13,12,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
1,13,12,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,13,12,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,13,12,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
1,13,12,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,13,12,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
1,13,12,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,13,12,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
1,13,12,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,13,12,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
1,13,12,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
1,13,12,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
1,13,12,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
1,13,12,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
1,13,12,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
1,13,12,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
1,13,13,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,3,0.3333333333333333
1,13,13,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,13,13,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,3,0.3333333333333333
1,14,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,6,0.16666666666666666
1,14,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,6,0.16666666666666666
1,14,1,Woman,Joey Tribbiani,Woman-Joey Tribbiani,6,0.16666666666666666
1,14,1,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,6,0.16666666666666666
1,14,1,Ross Geller,Woman,Ross Geller-Woman,6,0.16666666666666666
1,14,1,Chandler Bing,Woman,Chandler Bing-Woman,6,0.16666666666666666
1,14,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,14,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,14,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,14,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,14,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,14,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
1,14,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
1,14,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,14,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,14,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
1,14,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,14,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,14,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,14,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,14,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,14,3,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,14,3,Janice Litman Goralnik,Joey Tribbiani,Janice Litman Goralnik-Joey Tribbiani,3,0.3333333333333333
1,14,3,Chandler Bing,Janice Litman Goralnik,Chandler Bing-Janice Litman Goralnik,3,0.3333333333333333
1,14,4,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,1,1.0
1,14,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
1,14,5,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,14,5,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,14,6,Janice Litman Goralnik,Joey Tribbiani,Janice Litman Goralnik-Joey Tribbiani,3,0.3333333333333333
1,14,6,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,14,6,Chandler Bing,Janice Litman Goralnik,Chandler Bing-Janice Litman Goralnik,3,0.3333333333333333
1,14,8,Chandler Bing,Janice Litman Goralnik,Chandler Bing-Janice Litman Goralnik,10,0.1
1,14,8,Monica Geller,Janice Litman Goralnik,Monica Geller-Janice Litman Goralnik,10,0.1
1,14,8,Rachel Green,Janice Litman Goralnik,Rachel Green-Janice Litman Goralnik,10,0.1
1,14,8,Janice Litman Goralnik,Joey Tribbiani,Janice Litman Goralnik-Joey Tribbiani,10,0.1
1,14,8,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
1,14,8,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
1,14,8,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
1,14,8,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
1,14,8,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
1,14,8,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
1,14,10,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,14,10,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,14,10,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
1,14,11,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,14,11,Chandler Bing,Janice Litman Goralnik,Chandler Bing-Janice Litman Goralnik,3,0.3333333333333333
1,14,11,Janice Litman Goralnik,Joey Tribbiani,Janice Litman Goralnik-Joey Tribbiani,3,0.3333333333333333
1,14,12,Carol Willick,Ross Geller,Carol Willick-Ross Geller,3,0.3333333333333333
1,14,12,Ross Geller,Susan Bunch,Ross Geller-Susan Bunch,3,0.3333333333333333
1,14,12,Carol Willick,Susan Bunch,Carol Willick-Susan Bunch,3,0.3333333333333333
1,14,13,Rachel Green,Monica Geller,Rachel Green-Monica Geller,1,1.0
1,14,14,Chandler Bing,Janice Litman Goralnik,Chandler Bing-Janice Litman Goralnik,1,1.0
1,14,15,Carol Willick,Ross Geller,Carol Willick-Ross Geller,1,1.0
1,14,16,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,14,16,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
1,14,16,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,15,1,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,6,0.16666666666666666
1,15,1,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
1,15,1,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
1,15,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,6,0.16666666666666666
1,15,1,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,6,0.16666666666666666
1,15,1,Monica Geller,Ross Geller,Monica Geller-Ross Geller,6,0.16666666666666666
1,15,2,Chandler Bing,Woman,Chandler Bing-Woman,1,1.0
1,15,3,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
1,15,3,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
1,15,3,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
1,15,3,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,15,3,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,15,3,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,15,3,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
1,15,3,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
1,15,3,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
1,15,3,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,15,3,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,15,3,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
1,15,3,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
1,15,3,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
1,15,3,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
1,15,3,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
1,15,3,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
1,15,3,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
1,15,3,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
1,15,3,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
1,15,3,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,15,4,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,15,4,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,15,4,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,15,4,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,15,4,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,15,4,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
1,15,4,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,15,4,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,15,4,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
1,15,4,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,15,4,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,15,4,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
1,15,4,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,15,4,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,15,4,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,15,6,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
1,15,6,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
1,15,6,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
1,15,6,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
1,15,6,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
1,15,6,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
1,15,6,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
1,15,6,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
1,15,6,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
1,15,6,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
1,15,8,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
1,15,8,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,15,8,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
1,15,9,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,1,1.0
1,15,10,Rachel Green,Monica Geller,Rachel Green-Monica Geller,1,1.0
1,15,11,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
1,15,11,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,15,11,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,15,12,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
1,15,12,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,10,0.1
1,15,12,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
1,15,12,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
1,15,12,Rachel Green,Ross Geller,Rachel Green-Ross Geller,10,0.1
1,15,12,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
1,15,12,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
1,15,12,Monica Geller,Ross Geller,Monica Geller-Ross Geller,10,0.1
1,15,12,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
1,15,12,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
1,16,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,1,1.0
1,16,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
1,16,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
1,16,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
1,16,2,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
1,16,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
1,16,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
1,16,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,16,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,16,2,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
1,16,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,16,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
1,16,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,16,2,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
1,16,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
1,16,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
1,16,2,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
1,16,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,16,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
1,16,2,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
1,16,2,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
1,16,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,16,3,Ross Geller,Woman,Ross Geller-Woman,6,0.16666666666666666
1,16,3,Carol Willick,Woman,Carol Willick-Woman,6,0.16666666666666666
1,16,3,Susan Bunch,Woman,Susan Bunch-Woman,6,0.16666666666666666
1,16,3,Carol Willick,Ross Geller,Carol Willick-Ross Geller,6,0.16666666666666666
1,16,3,Ross Geller,Susan Bunch,Ross Geller-Susan Bunch,6,0.16666666666666666
1,16,3,Carol Willick,Susan Bunch,Carol Willick-Susan Bunch,6,0.16666666666666666
1,16,5,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,16,5,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,16,5,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,16,5,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,16,5,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,16,5,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,16,5,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,16,5,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,16,5,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,16,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,16,5,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,16,5,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,16,5,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
1,16,5,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
1,16,5,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
1,16,6,Ross Geller,Susan Bunch,Ross Geller-Susan Bunch,1,1.0
1,16,9,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,16,9,Frank Buffay Jr.,Rachel Green,Frank Buffay Jr.-Rachel Green,3,0.3333333333333333
1,16,9,Frank Buffay Jr.,Phoebe Buffay,Frank Buffay Jr.-Phoebe Buffay,3,0.3333333333333333
1,16,10,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
1,16,10,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
1,16,10,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
1,16,10,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
1,16,10,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
1,16,10,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
1,16,10,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
1,16,10,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
1,16,10,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
1,16,10,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
1,16,12,Carol Willick,Ross Geller,Carol Willick-Ross Geller,3,0.3333333333333333
1,16,12,Ross Geller,Susan Bunch,Ross Geller-Susan Bunch,3,0.3333333333333333
1,16,12,Carol Willick,Susan Bunch,Carol Willick-Susan Bunch,3,0.3333333333333333
1,16,13,Rachel Green,Ross Geller,Rachel Green-Ross Geller,10,0.1
1,16,13,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,10,0.1
1,16,13,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
1,16,13,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,10,0.1
1,16,13,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
1,16,13,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
1,16,13,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
1,16,13,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
1,16,13,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
1,16,13,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
1,16,15,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
1,16,15,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
1,16,15,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
1,16,15,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,10,0.1
1,16,15,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
1,16,15,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
1,16,15,Rachel Green,Ross Geller,Rachel Green-Ross Geller,10,0.1
1,16,15,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
1,16,15,Monica Geller,Ross Geller,Monica Geller-Ross Geller,10,0.1
1,16,15,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
1,16,16,Rachel Green,Monica Geller,Rachel Green-Monica Geller,1,1.0
1,17,1,Rachel Green,Monica Geller,Rachel Green-Monica Geller,1,1.0
1,17,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
1,17,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
1,17,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,17,3,Rachel Green,Monica Geller,Rachel Green-Monica Geller,1,1.0
1,17,4,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
1,17,4,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
1,17,4,Rachel Green,Ross Geller,Rachel Green-Ross Geller,10,0.1
1,17,4,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
1,17,4,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
1,17,4,Monica Geller,Ross Geller,Monica Geller-Ross Geller,10,0.1
1,17,4,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
1,17,4,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,10,0.1
1,17,4,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
1,17,4,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
1,17,6,Rachel Green,Monica Geller,Rachel Green-Monica Geller,1,1.0
1,17,7,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,17,7,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,17,7,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
1,17,7,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,17,7,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
1,17,7,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,17,7,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,17,7,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,17,7,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,17,7,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,17,7,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,17,7,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,17,7,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,17,7,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
1,17,7,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,17,9,Rachel Green,Monica Geller,Rachel Green-Monica Geller,1,1.0
1,17,10,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,1,1.0
1,17,11,Monica Geller,Ross Geller,Monica Geller-Ross Geller,6,0.16666666666666666
1,17,11,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,6,0.16666666666666666
1,17,11,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
1,17,11,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,6,0.16666666666666666
1,17,11,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
1,17,11,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,6,0.16666666666666666
1,17,12,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,1,1.0
1,17,13,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,10,0.1
1,17,13,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
1,17,13,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,10,0.1
1,17,13,Monica Geller,Ross Geller,Monica Geller-Ross Geller,10,0.1
1,17,13,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
1,17,13,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
1,17,13,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
1,17,13,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
1,17,13,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
1,17,13,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
1,17,14,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,17,14,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,17,14,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,17,14,Ross Geller,#ALL#,Ross Geller-#ALL#,15,0.06666666666666667
1,17,14,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,17,14,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,17,14,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,17,14,Monica Geller,#ALL#,Monica Geller-#ALL#,15,0.06666666666666667
1,17,14,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,17,14,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,17,14,Chandler Bing,#ALL#,Chandler Bing-#ALL#,15,0.06666666666666667
1,17,14,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,17,14,Rachel Green,#ALL#,Rachel Green-#ALL#,15,0.06666666666666667
1,17,14,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
